stfips,stabbr,stname,ctyfips,ctyname,scfips,laborforce_201901,laborforce_201902,laborforce_201903,laborforce_201904,laborforce_201905,laborforce_201906,laborforce_201907,laborforce_201908,laborforce_201909,laborforce_201910,laborforce_201911,laborforce_201912,laborforce_202001,laborforce_202002,laborforce_202003,laborforce_202004,laborforce_202005,laborforce_202006,laborforce_202007,laborforce_202008,laborforce_202009,laborforce_202010,laborforce_202011,laborforce_202012,laborforce_202101,laborforce_202102,laborforce_202103,laborforce_202104,laborforce_202105,laborforce_202106,laborforce_202107,laborforce_202108,laborforce_202109,laborforce_202110,laborforce_202111,laborforce_202112,neighbor01_2017,neighbor02_2017,neighbor03_2017,neighbor04_2017,neighbor05_2017,neighbor06_2017,neighbor07_2017,neighbor08_2017,neighbor09_2017,neighbor10_2017,neighbor11_2017,neighbor12_2017,neighbor13_2017,unemployment_201901,unemployment_201902,unemployment_201903,unemployment_201904,unemployment_201905,unemployment_201906,unemployment_201907,unemployment_201908,unemployment_201909,unemployment_201910,unemployment_201911,unemployment_201912,unemployment_202001,unemployment_202002,unemployment_202003,unemployment_202004,unemployment_202005,unemployment_202006,unemployment_202007,unemployment_202008,unemployment_202009,unemployment_202010,unemployment_202011,unemployment_202012,unemployment_202101,unemployment_202102,unemployment_202103,unemployment_202104,unemployment_202105,unemployment_202106,unemployment_202107,unemployment_202108,unemployment_202109,unemployment_202110,unemployment_202111,unemployment_202112
40,OK,Oklahoma,49,Garvin County,40049,12738,12809,12833,12702,12559,12492,12380,12517,12350,12515,12572,12459,12505,12503,12701,12708,12774,12723,12564,12896,12954,13066,13203.0,12948.0,13087.0,13109.0,12997.0,12822.0,12968.0,12683.0,12399.0,12583.0,12836.0,13020.0,13076.0,12950.0,40019.0,40123.0,40087.0,40137.0,40099.0,40051.0,,,,,,,,3.7,3.3,3.0,2.6,3.1,3.3,3.2,3.1,3.0,3.3,3.3,3.4,3.7,3.4,3.7,11.5,9.0,7.8,7.5,6.5,5.9,5.2,5.2,4.9,5.2,5.4,4.3,3.5,3.5,3.5,3.0,2.8,1.9,1.9,1.8,1.7
40,OK,Oklahoma,51,Grady County,40051,25747,26272,26288,26155,26272,26494,26697,26423,26617,26858,26847,26591,26483,26592,26435,25644,26048,26605,26807,26758,26883,26971,27156.0,26830.0,26887.0,26885.0,26728.0,26802.0,27103.0,27226.0,27322.0,26934.0,26900.0,27113.0,27202.0,27071.0,40017.0,40015.0,40031.0,40049.0,40087.0,40137.0,,,,,,,,3.4,3.1,3.0,2.5,2.9,3.2,3.1,3.1,3.1,3.2,3.3,3.3,3.5,3.2,3.5,12.3,9.3,8.0,7.3,6.3,5.6,5.0,4.8,4.6,4.9,4.8,3.8,3.1,3.1,3.3,2.7,2.5,1.9,1.8,1.7,1.5
40,OK,Oklahoma,53,Grant County,40053,2703,2691,2613,2568,2641,2649,2664,2719,2616,2693,2650,2570,2619,2595,2765,2775,2745,2797,2705,2798,2791,2957,2935.0,2775.0,2825.0,2869.0,2760.0,2823.0,2851.0,2779.0,2760.0,2821.0,2753.0,2912.0,2857.0,2782.0,40003.0,40071.0,20191.0,20077.0,40047.0,,,,,,,,,2.4,2.3,2.1,1.9,2.3,2.4,2.2,2.2,1.9,1.7,1.7,2.1,2.4,2.1,2.4,5.1,4.4,5.1,3.8,3.1,3.0,2.6,2.8,3.1,3.4,2.8,2.5,1.9,1.9,2.8,2.4,1.9,1.6,1.4,1.3,1.2
40,OK,Oklahoma,55,Greer County,40055,1938,1850,1802,1792,1813,1852,1785,1879,1836,1890,1863,1791,1814,1789,1793,1922,1883,1935,1838,1965,1927,2036,2022.0,1902.0,1935.0,1957.0,1814.0,1849.0,1870.0,1913.0,1805.0,1903.0,1821.0,1916.0,1875.0,1822.0,40057.0,40075.0,40065.0,40009.0,,,,,,,,,,4.8,4.6,4.4,3.7,3.8,4.5,4.5,4.2,3.7,4.1,4.2,4.1,4.1,3.6,4.0,13.3,10.2,9.9,8.8,7.4,6.9,6.4,6.4,6.6,7.0,6.9,6.2,4.3,4.0,4.7,3.9,3.5,2.5,2.1,2.1,2.1
40,OK,Oklahoma,57,Harmon County,40057,1158,1158,1189,1185,1153,1199,1162,1197,1176,1183,1183,1135,1166,1152,1153,1157,1177,1238,1162,1237,1211,1259,1272.0,1201.0,1215.0,1242.0,1193.0,1222.0,1232.0,1241.0,1188.0,1235.0,1182.0,1234.0,1231.0,1199.0,40055.0,48087.0,40065.0,40009.0,48075.0,48197.0,,,,,,,,2.8,2.9,2.8,2.8,2.9,3.2,3.4,3.2,2.8,2.7,2.7,2.6,2.7,2.6,2.9,4.7,3.8,4.4,4.0,3.8,3.8,2.9,3.0,3.1,3.1,3.6,3.1,2.1,2.0,1.8,2.1,2.1,1.3,1.4,1.4,1.3
40,OK,Oklahoma,59,Harper County,40059,1776,1764,1722,1719,1721,1647,1716,1809,1769,1831,1795,1713,1751,1737,1763,1767,1771,1742,1756,1873,1810,1946,1925.0,1805.0,1850.0,1885.0,1745.0,1809.0,1819.0,1767.0,1789.0,1887.0,1779.0,1900.0,1842.0,1794.0,40151.0,20033.0,40045.0,20025.0,40007.0,40153.0,,,,,,,,2.6,2.8,2.8,2.7,3.0,3.4,2.7,2.9,2.9,2.8,3.2,2.8,2.8,2.4,2.8,4.1,4.2,5.1,3.8,3.0,3.1,2.6,3.0,3.3,3.2,3.1,2.3,2.1,2.2,2.2,1.8,1.6,1.4,1.2,1.1,1.0
40,OK,Oklahoma,61,Haskell County,40061,4121,4249,4219,4226,4240,4220,4091,4195,4209,4258,4242,4164,4260,4230,4166,4250,4341,4121,4112,4418,4396,4400,4403.0,4316.0,4422.0,4449.0,4320.0,4282.0,4350.0,4209.0,4107.0,4245.0,4251.0,4271.0,4253.0,4196.0,40135.0,40101.0,40121.0,40079.0,40077.0,40091.0,,,,,,,,5.8,5.0,4.6,3.8,4.6,5.5,5.5,5.3,5.2,6.2,6.3,6.0,5.8,5.5,6.0,12.7,10.2,10.2,9.5,7.6,7.0,6.1,6.4,6.5,7.1,7.7,6.2,4.8,4.6,5.6,4.6,3.9,2.9,2.8,2.8,2.6
40,OK,Oklahoma,63,Hughes County,40063,5404,5419,5394,5336,5355,5205,5147,5143,5288,5429,5368,5303,5333,5339,5272,5436,5402,5172,5167,5326,5474,5615,5623.0,5470.0,5507.0,5570.0,5282.0,5263.0,5310.0,5118.0,4977.0,5109.0,5218.0,5340.0,5303.0,5238.0,40029.0,40133.0,40123.0,40121.0,40107.0,40091.0,,,,,,,,5.2,4.7,4.2,4.0,4.7,5.8,5.3,4.8,4.5,5.4,4.9,5.1,5.4,4.9,5.4,11.9,9.4,8.9,9.2,7.9,7.1,6.5,6.6,6.4,6.8,7.0,5.6,4.7,4.5,5.3,4.4,3.8,2.8,2.8,2.7,2.7
40,OK,Oklahoma,65,Jackson County,40065,10495,10692,10633,10548,10589,10796,10325,10655,10656,10755,10777,10654,10717,10691,10507,10293,10690,10917,10398,10969,10969,11138,11215.0,11008.0,11061.0,11055.0,10824.0,10768.0,10922.0,10973.0,10427.0,10836.0,10767.0,10920.0,10938.0,10818.0,40055.0,40057.0,40075.0,40141.0,48197.0,48487.0,,,,,,,,3.4,3.2,3.0,2.5,2.9,3.1,3.1,2.9,2.8,2.8,2.9,2.8,2.9,2.6,3.0,7.6,5.8,5.6,4.8,3.8,3.5,3.2,3.2,3.1,3.5,3.3,3.0,2.8,2.7,2.6,2.4,2.4,1.7,1.7,1.6,1.4
40,OK,Oklahoma,67,Jefferson County,40067,2563,2530,2515,2489,2500,2487,2394,2520,2521,2551,2526,2485,2540,2529,2475,2578,2584,2574,2506,2588,2631,2684,2677.0,2598.0,2641.0,2651.0,2618.0,2631.0,2648.0,2558.0,2412.0,2541.0,2508.0,2580.0,2550.0,2514.0,48077.0,40019.0,40033.0,40085.0,48337.0,40137.0,,,,,,,,3.3,3.2,3.2,2.7,3.0,3.7,3.8,3.4,3.2,3.0,3.0,3.2,3.6,3.3,3.6,12.9,10.9,8.5,8.1,7.1,5.9,5.1,5.2,5.5,5.1,5.1,3.7,3.5,3.4,3.7,3.4,2.9,2.0,2.0,1.8,1.7
40,OK,Oklahoma,69,Johnston County,40069,5483,3843,3833,3694,3766,3836,3677,3765,3694,3705,3712,3676,3297,3294,3715,3843,3857,3753,3579,3742,3768,3788,3805.0,3718.0,3660.0,3724.0,3887.0,3883.0,3954.0,3827.0,3687.0,3798.0,3618.0,3682.0,3674.0,3647.0,40095.0,40029.0,40019.0,40005.0,40123.0,40013.0,40099.0,,,,,,,3.1,4.3,4.0,3.5,3.9,4.4,4.3,4.2,4.5,4.8,4.8,4.9,5.4,5.0,5.0,15.5,12.0,9.6,9.1,7.3,6.6,5.9,5.9,5.5,6.1,6.5,5.0,3.8,3.7,4.1,3.9,3.4,2.7,2.6,2.4,2.3
40,OK,Oklahoma,71,Kay County,40071,18711,18419,18275,18253,18349,18558,18195,18134,18297,18423,18313,18092,17963,17971,18189,18056,18451,18570,18429,18433,18388,18364,18369.0,18041.0,18178.0,18105.0,18539.0,18185.0,18560.0,18676.0,18473.0,18422.0,18331.0,18527.0,18506.0,18323.0,20035.0,20191.0,40103.0,40113.0,40053.0,40047.0,,,,,,,,4.9,4.6,4.1,3.8,4.3,4.7,4.5,4.2,3.9,4.2,4.1,4.0,4.0,3.8,4.2,13.5,9.8,8.7,7.7,6.5,5.9,5.4,5.2,5.2,5.7,5.6,4.4,3.9,3.8,4.2,3.5,3.1,2.3,2.3,2.2,2.2
40,OK,Oklahoma,73,Kingfisher County,40073,8862,9233,9080,9057,9150,9285,9072,9123,9016,9154,9167,9032,9180,9158,8903,8698,8920,8964,8416,8730,8724,8900,8922.0,8664.0,8822.0,8843.0,8678.0,8763.0,8860.0,8755.0,8510.0,8596.0,8579.0,8803.0,8771.0,8670.0,40017.0,40011.0,40093.0,40083.0,40047.0,,,,,,,,,2.4,2.2,2.1,1.6,2.1,2.3,2.2,2.1,1.9,1.8,1.9,2.0,2.1,2.0,2.4,6.8,6.8,6.0,5.4,4.6,4.3,3.8,3.7,3.7,3.9,3.6,2.9,2.7,2.4,2.5,2.1,1.8,1.3,1.3,1.3,1.2
40,OK,Oklahoma,75,Kiowa County,40075,3355,3438,3353,3436,3466,3386,3474,3526,3485,3518,3468,3396,3479,3439,3293,3524,3560,3528,3544,3683,3632,3688,3675.0,3566.0,3674.0,3684.0,3556.0,3673.0,3723.0,3592.0,3594.0,3663.0,3594.0,3670.0,3619.0,3568.0,40015.0,40055.0,40149.0,40065.0,40031.0,40009.0,40141.0,,,,,,,4.3,3.9,3.5,3.1,3.6,4.0,4.0,4.1,3.9,4.2,3.5,3.5,3.3,2.9,3.4,9.1,7.5,6.7,5.6,4.9,4.4,4.0,3.9,4.0,4.3,4.5,3.6,3.0,2.9,3.2,2.7,2.8,2.0,2.0,1.9,1.6
40,OK,Oklahoma,77,Latimer County,40077,3094,3161,3142,3082,3151,3191,3109,3061,3131,3174,3158,3125,3097,3119,3131,3207,3189,3163,3111,3155,3233,3220,3221.0,3173.0,3163.0,3227.0,3155.0,3075.0,3113.0,3098.0,2993.0,2965.0,3028.0,3036.0,3028.0,3006.0,40127.0,40121.0,40079.0,40061.0,,,,,,,,,,6.8,6.4,5.5,4.7,5.5,6.4,6.5,6.1,6.2,7.5,7.2,7.3,7.3,7.2,7.4,15.3,12.3,11.6,12.0,10.4,9.8,9.0,8.9,9.0,9.3,10.4,8.7,6.7,6.4,7.5,6.4,5.5,4.1,4.0,4.0,3.9
40,OK,Oklahoma,79,Le Flore County,40079,18857,19031,18913,18830,19040,19284,19140,18999,18973,19081,19154,18947,18946,18940,18795,18450,18958,19176,19169,19363,19498,19676,19826.0,19371.0,19634.0,20105.0,19693.0,19222.0,19497.0,19703.0,19601.0,19513.0,19379.0,19631.0,19694.0,19441.0,40135.0,5113.0,40089.0,5127.0,40127.0,40077.0,40061.0,5131.0,,,,,,5.4,5.0,4.4,4.0,4.5,5.2,4.8,4.6,4.4,4.7,4.7,4.7,4.6,4.3,4.5,12.3,10.8,8.5,8.2,7.0,6.5,5.8,5.6,5.5,6.0,8.2,6.7,3.9,3.9,4.5,4.0,3.5,2.6,2.5,2.5,2.4
40,OK,Oklahoma,81,Lincoln County,40081,15655,15707,15681,15599,15691,15832,15932,15757,15827,15924,15926,15792,15737,15786,15606,14906,15264,15512,15655,15631,15742,15781,15901.0,15756.0,15822.0,15840.0,15769.0,15835.0,16042.0,16096.0,16173.0,15910.0,15881.0,15970.0,16022.0,15975.0,40037.0,40125.0,40109.0,40083.0,40107.0,40119.0,,,,,,,,4.0,3.8,3.6,3.0,3.4,3.8,3.5,3.6,3.3,3.4,3.4,3.5,3.6,3.2,3.7,11.1,8.6,6.9,6.4,5.4,5.0,4.5,4.4,4.3,4.7,4.7,3.7,3.1,3.0,3.3,2.8,2.7,2.0,2.0,1.8,1.7
40,OK,Oklahoma,83,Logan County,40083,21473,21981,22014,21885,21957,22151,22260,22025,22184,22294,22288,22098,21996,22119,22225,21168,21640,22183,22215,22221,22399,22473,22646.0,22453.0,22491.0,22483.0,22447.0,22489.0,22727.0,22864.0,22990.0,22637.0,22645.0,22776.0,22893.0,22808.0,40081.0,40103.0,40109.0,40073.0,40119.0,40047.0,,,,,,,,3.3,3.2,3.1,2.5,2.9,3.2,3.0,2.9,2.8,2.6,2.7,2.6,2.9,2.7,3.1,10.6,8.0,7.1,5.8,5.1,4.6,4.1,4.0,3.8,4.3,4.3,3.5,3.0,2.9,3.1,2.7,2.4,1.7,1.7,1.6,1.5
40,OK,Oklahoma,85,Love County,40085,6415,6173,6183,6145,6168,6188,6129,6135,6174,6227,6207,6112,6169,6167,6452,6689,6709,6584,6591,6580,6626,6732,6730.0,6578.0,6695.0,6691.0,6497.0,6502.0,6584.0,6373.0,6318.0,6356.0,6155.0,6241.0,6225.0,6135.0,40095.0,48181.0,40019.0,48097.0,48337.0,40067.0,,,,,,,,2.0,2.3,2.2,1.9,2.2,2.5,2.5,2.4,2.3,2.3,2.3,2.3,2.4,2.2,2.3,10.0,7.5,5.0,4.3,3.9,3.4,3.3,3.0,3.0,3.2,3.0,2.5,2.1,2.1,2.4,2.1,1.9,1.6,1.4,1.2,1.1
40,OK,Oklahoma,87,McClain County,40087,19019,19506,19480,19389,19477,19648,19821,19610,19723,19912,19882,19651,19597,19662,19689,19160,19522,20015,19954,19971,20050,20162,20264.0,19981.0,20061.0,20119.0,20024.0,20108.0,20344.0,20396.0,20514.0,20217.0,20145.0,20347.0,20404.0,20301.0,40017.0,40123.0,40125.0,40027.0,40049.0,40051.0,,,,,,,,3.1,2.9,2.7,2.2,2.5,2.9,2.7,2.7,2.7,2.9,2.8,2.8,2.8,2.5,2.9,11.7,9.0,8.1,6.5,5.6,5.0,4.4,4.1,3.9,4.3,4.3,3.6,2.8,2.7,2.9,2.5,2.3,1.7,1.6,1.6,1.4
40,OK,Oklahoma,89,McCurtain County,40089,14188,14322,14143,13822,14126,14288,14293,14628,14648,14875,14618,14456,14787,14699,14862,14810,15086,14913,15043,15495,15376,15711,15548.0,15261.0,15695.0,15767.0,15767.0,15615.0,15963.0,15632.0,15335.0,15666.0,16160.0,16330.0,16116.0,16007.0,5113.0,5133.0,48037.0,5081.0,40127.0,40079.0,48387.0,40023.0,,,,,,6.8,5.9,4.9,4.3,5.4,6.3,6.0,5.5,5.1,5.8,5.7,6.1,5.8,5.0,4.9,10.4,7.9,7.4,8.0,6.6,6.3,5.5,5.5,6.0,6.3,6.1,4.7,3.8,3.6,4.2,3.7,3.4,2.4,2.3,2.3,2.4
40,OK,Oklahoma,91,McIntosh County,40091,6795,6855,6951,6971,7172,7158,7148,7162,7066,7169,7170,7092,7182,7153,6984,7070,7129,7125,7133,7241,7131,7191,7234.0,7114.0,7243.0,7246.0,7267.0,7187.0,7371.0,7254.0,7122.0,7130.0,7105.0,7173.0,7175.0,7105.0,40107.0,40121.0,40111.0,40063.0,40061.0,40101.0,,,,,,,,6.9,6.3,5.4,4.6,5.2,6.1,6.1,5.9,5.3,6.0,6.1,6.5,6.7,6.3,6.4,14.9,10.5,9.3,9.5,8.1,7.6,6.9,7.1,7.2,8.1,8.4,6.5,5.2,5.1,5.6,4.8,4.4,3.2,3.3,3.2,3.2
40,OK,Oklahoma,93,Major County,40093,3938,3967,3868,3881,3863,3857,3886,3834,3797,3855,3842,3755,3866,3829,3634,3652,3683,3706,3714,3753,3751,3862,3869.0,3701.0,3782.0,3791.0,3613.0,3670.0,3696.0,3702.0,3696.0,3698.0,3660.0,3792.0,3749.0,3692.0,40003.0,40151.0,40011.0,40043.0,40153.0,40073.0,40047.0,,,,,,,2.3,2.3,2.3,1.8,2.0,2.2,2.2,2.3,2.2,2.1,2.0,2.0,2.2,2.0,2.5,7.1,7.0,6.3,5.9,5.1,5.1,4.5,4.5,4.2,4.4,4.1,3.3,2.8,2.7,2.8,2.2,2.2,1.4,1.4,1.3,1.2
40,OK,Oklahoma,95,Marshall County,40095,6650,6795,6815,6830,6861,7069,6933,6962,6934,6930,6873,6812,6893,6905,6716,6690,6834,6896,6816,6872,7006,6987,6979.0,6874.0,6943.0,6912.0,7004.0,6801.0,7002.0,7246.0,7050.0,7037.0,7050.0,7093.0,7072.0,6997.0,48181.0,40019.0,40085.0,40069.0,40013.0,,,,,,,,,4.2,3.9,3.5,3.0,3.3,3.5,3.6,3.5,3.2,3.2,3.3,3.5,3.5,3.3,4.1,16.2,11.1,7.4,6.7,5.8,5.2,4.6,4.6,4.7,5.3,4.9,4.0,3.2,3.1,3.0,2.8,2.7,2.0,2.0,1.9,1.8
40,OK,Oklahoma,97,Mayes County,40097,19333,19314,19398,19322,19469,19541,19211,19426,19700,19525,19463,19286,19298,19340,19274,18736,19415,19503,19134,19291,19856,19834,19904.0,19659.0,19878.0,19845.0,19670.0,19574.0,19961.0,19887.0,19397.0,19461.0,19471.0,19491.0,19507.0,19371.0,40131.0,40041.0,40145.0,40035.0,40021.0,,,,,,,,,3.6,3.3,3.1,2.7,3.2,3.5,3.3,3.2,2.9,3.1,2.9,2.9,3.1,2.8,3.0,8.8,7.4,6.5,6.1,5.2,4.7,4.3,4.3,4.4,5.0,4.8,3.8,3.2,3.2,3.7,3.1,2.8,2.0,2.0,1.9,1.9
40,OK,Oklahoma,99,Murray County,40099,6447,6197,6271,6312,6377,6514,6319,6241,6364,6338,6338,6269,6298,6302,6153,6134,6294,6379,6145,6177,6243,6116,6124.0,6010.0,6071.0,6060.0,6149.0,6120.0,6219.0,6353.0,6169.0,6135.0,6141.0,6112.0,6104.0,6040.0,40049.0,40123.0,40019.0,40069.0,,,,,,,,,,3.1,3.4,3.1,2.5,2.8,2.9,3.1,3.1,2.8,3.0,3.1,3.2,3.3,2.9,3.4,11.1,9.3,8.5,7.4,6.4,5.8,5.4,5.3,5.0,5.7,5.4,4.5,4.1,3.6,3.7,3.0,2.9,2.1,2.1,2.0,1.8
40,OK,Oklahoma,101,Muskogee County,40101,28671,28925,29073,29140,29291,29814,30340,30041,29936,29881,29837,29746,29630,29710,28815,28602,28851,29128,29471,29655,29972,29720,29895.0,29782.0,29949.0,29846.0,29461.0,28866.0,29330.0,29747.0,29496.0,29371.0,29464.0,29316.0,29432.0,29362.0,40135.0,40111.0,40145.0,40021.0,40091.0,40061.0,,,,,,,,4.4,4.0,3.6,3.1,3.8,4.4,4.9,4.0,3.6,3.7,3.6,3.6,3.7,3.5,4.0,11.9,8.7,7.7,7.0,5.8,5.4,4.9,4.9,5.0,5.7,5.9,4.8,3.9,4.0,4.5,3.6,3.2,2.4,2.3,2.2,2.2
40,OK,Oklahoma,103,Noble County,40103,5730,5742,5731,5648,5689,5734,5650,5592,5620,5667,5656,5589,5604,5642,5505,5341,5408,5537,5419,5465,5603,5672,5690.0,5577.0,5634.0,5644.0,5556.0,5445.0,5524.0,5475.0,5366.0,5370.0,5632.0,5701.0,5700.0,5613.0,40071.0,40113.0,40083.0,40117.0,40119.0,40047.0,,,,,,,,2.6,2.5,2.5,2.0,2.4,2.6,2.5,2.4,2.5,2.5,2.5,2.5,2.6,2.4,2.7,8.5,6.3,5.7,4.8,3.7,3.4,2.9,2.9,2.9,3.3,3.1,2.7,2.5,2.4,2.3,2.2,2.0,1.4,1.4,1.4,1.2
40,OK,Oklahoma,105,Nowata County,40105,4533,4600,4608,4586,4595,4655,4478,4592,4606,4650,4615,4567,4577,4587,4544,4515,4522,4673,4551,4716,4725,4768,4770.0,4702.0,4739.0,4749.0,4737.0,4692.0,4723.0,4720.0,4505.0,4662.0,4689.0,4741.0,4751.0,4702.0,20125.0,40035.0,40147.0,20099.0,40131.0,,,,,,,,,4.3,4.1,3.7,3.1,3.5,3.7,3.6,3.2,3.0,3.4,3.0,3.0,3.2,2.9,3.3,8.8,8.1,6.4,6.4,5.2,4.9,4.5,4.5,4.6,4.9,4.7,3.8,2.8,3.0,3.1,2.8,2.5,1.8,1.8,1.7,1.6
40,OK,Oklahoma,107,Okfuskee County,40107,4388,4640,4648,4631,4673,4671,4513,4541,4615,4655,4614,4548,4609,4606,4486,4426,4392,4387,4369,4433,4520,4550,4549.0,4448.0,4544.0,4530.0,4402.0,4374.0,4401.0,4416.0,4290.0,4332.0,4488.0,4520.0,4491.0,4433.0,40081.0,40063.0,40111.0,40133.0,40037.0,40125.0,40091.0,,,,,,,5.2,4.5,4.2,3.7,4.4,5.1,4.9,4.6,4.3,4.9,4.9,4.8,5.1,4.8,5.4,10.9,8.3,7.7,7.5,6.5,6.1,5.5,5.6,5.8,6.6,6.7,5.2,4.2,4.0,4.5,3.9,3.3,2.4,2.3,2.2,2.3
40,OK,Oklahoma,109,Oklahoma County,40109,375662,382646,383639,382238,382977,386512,387444,382886,386360,388081,387919,385882,381970,384558,382737,375483,382035,388790,388736,385682,389342,386593,389554.0,388862.0,388607.0,388669.0,389849.0,389374.0,392460.0,396102.0,395967.0,389047.0,390466.0,389749.0,392600.0,392337.0,40017.0,40081.0,40125.0,40027.0,40083.0,,,,,,,,,3.7,3.4,3.1,2.7,3.1,3.4,3.2,3.2,3.0,3.1,3.0,2.9,3.0,2.7,3.1,13.9,10.7,9.2,7.7,6.4,5.8,5.1,4.8,4.7,5.2,5.3,4.4,4.1,3.7,4.1,3.2,2.9,2.1,2.0,1.9,1.8
40,OK,Oklahoma,111,Okmulgee County,40111,15747,15589,15609,15513,15620,15889,15951,15727,15726,15854,15842,15674,15565,15556,15627,15180,15284,15479,15693,15653,15706,15808,15858.0,15643.0,15823.0,15775.0,15553.0,15466.0,15689.0,15892.0,15859.0,15651.0,15508.0,15590.0,15646.0,15580.0,40101.0,40037.0,40145.0,40107.0,40143.0,40091.0,,,,,,,,5.5,5.2,4.6,4.2,4.8,5.2,5.0,4.8,4.6,5.0,4.9,4.8,4.8,4.4,4.9,13.6,9.8,8.5,8.1,7.2,6.8,6.2,6.2,6.2,6.9,6.9,5.5,4.8,4.5,4.9,4.0,3.6,2.6,2.6,2.6,2.6
40,OK,Oklahoma,113,Osage County,40113,20531,20556,20640,20495,20579,20902,20984,20718,20721,20874,20835,20659,20498,20525,20547,19925,20290,20352,20678,20578,20651,20788,20804.0,20507.0,20684.0,20568.0,20363.0,20255.0,20565.0,20871.0,20868.0,20646.0,20501.0,20612.0,20666.0,20556.0,20035.0,40147.0,40071.0,40103.0,40117.0,40143.0,20019.0,,,,,,,4.5,4.1,3.8,3.3,3.7,4.0,3.8,3.7,3.5,3.7,3.6,3.6,3.7,3.5,4.0,12.7,10.0,7.8,7.5,6.4,6.0,5.4,5.2,5.1,5.6,5.4,4.4,3.8,3.7,4.1,3.4,3.1,2.3,2.3,2.2,2.1
40,OK,Oklahoma,115,Ottawa County,40115,14131,14167,14148,14042,14157,14150,13907,14093,14048,14091,14057,13897,13925,13979,14493,14685,14467,14397,14237,14270,14260,14350,14451.0,14245.0,14383.0,14429.0,14285.0,13866.0,14038.0,14128.0,13866.0,14002.0,14468.0,14645.0,14689.0,14557.0,29145.0,29119.0,20021.0,40041.0,40035.0,,,,,,,,,3.9,3.8,3.5,2.9,3.5,3.8,3.6,3.3,3.2,3.2,3.1,3.0,3.1,2.9,3.2,14.6,9.9,7.0,6.2,4.7,4.5,4.0,4.0,4.0,4.3,4.5,3.5,3.4,3.0,3.3,2.7,2.7,1.8,1.7,1.6,1.6
40,OK,Oklahoma,117,Pawnee County,40117,7338,7312,7318,7278,7322,7442,7478,7370,7356,7412,7412,7339,7313,7296,7285,7098,7212,7267,7374,7356,7346,7426,7428.0,7320.0,7397.0,7371.0,7266.0,7253.0,7383.0,7450.0,7461.0,7365.0,7297.0,7351.0,7360.0,7331.0,40037.0,40103.0,40113.0,40143.0,40119.0,,,,,,,,,4.8,4.2,3.8,3.4,3.8,4.2,3.9,3.8,3.5,3.9,3.9,3.9,3.9,3.5,3.9,12.7,9.5,7.8,7.5,6.6,5.9,5.6,5.5,5.4,5.8,5.6,4.3,3.6,3.5,3.8,3.2,3.1,2.3,2.4,2.3,2.2
40,OK,Oklahoma,119,Payne County,40119,37940,38276,38493,38207,38202,37929,38078,37447,37600,37863,37990,37431,37160,37706,37911,36464,37270,38098,38091,38009,38031,38726,38823.0,38040.0,38142.0,38433.0,38202.0,35739.0,36476.0,34681.0,34811.0,34647.0,37787.0,38679.0,38729.0,38067.0,40081.0,40037.0,40103.0,40083.0,40117.0,,,,,,,,,3.3,3.1,2.9,2.4,3.0,3.4,3.1,2.9,2.8,2.5,2.6,2.5,2.8,2.6,3.0,11.5,9.0,8.1,6.1,4.8,4.4,3.7,3.7,3.8,4.4,4.3,3.4,3.1,2.9,3.5,2.8,2.7,1.7,1.7,1.6,1.5
40,OK,Oklahoma,121,Pittsburg County,40121,17551,17505,17424,17200,17287,17139,16522,16690,16919,17129,17094,16991,16970,16936,16840,17062,16904,16467,16191,16431,16874,16807,16825.0,16601.0,16801.0,16734.0,16677.0,16223.0,16425.0,16312.0,15939.0,16046.0,16564.0,16629.0,16691.0,16566.0,40063.0,40029.0,40005.0,40127.0,40077.0,40091.0,40061.0,,,,,,,4.3,4.0,3.6,3.2,3.8,4.3,4.4,4.6,4.4,4.8,4.6,4.8,4.5,4.2,4.7,14.5,10.7,9.4,9.3,7.9,7.2,6.4,6.2,6.1,6.6,6.6,5.5,4.7,4.6,5.6,4.8,4.3,3.1,3.1,3.0,2.8
40,OK,Oklahoma,123,Pontotoc County,40123,18946,18853,18963,18781,19093,18903,18626,19042,19247,19643,19355,19247,19305,19453,18882,19078,19166,19090,19101,19492,19664,19587,19767.0,19595.0,19842.0,19994.0,19829.0,19410.0,19726.0,19206.0,19009.0,19312.0,19557.0,19575.0,19692.0,19570.0,40063.0,40029.0,40133.0,40125.0,40069.0,40049.0,40087.0,40099.0,,,,,,4.2,3.1,2.8,2.4,2.8,3.2,3.1,2.9,2.8,4.5,2.7,2.8,2.9,2.7,3.0,11.0,7.9,7.7,5.9,4.7,4.4,3.9,3.9,4.0,4.3,4.8,3.9,2.8,2.9,3.3,2.8,2.5,1.8,1.8,1.7,1.6
40,OK,Oklahoma,125,Pottawatomie County,40125,32125,32280,32203,32261,32350,32595,31746,32094,32457,32647,32734,32486,32241,32398,32450,31611,32256,32162,31649,32272,33027,32771,33008.0,32767.0,32781.0,32816.0,32844.0,32287.0,32757.0,32853.0,32010.0,32309.0,32869.0,32951.0,33137.0,33015.0,40081.0,40133.0,40123.0,40109.0,40027.0,40107.0,40087.0,,,,,,,4.1,3.8,3.6,3.1,3.6,3.9,3.8,3.6,3.4,3.6,3.6,3.4,3.5,3.3,3.5,12.2,9.3,8.0,7.3,6.0,5.5,5.0,4.9,4.8,5.2,5.2,4.2,3.4,3.4,3.6,3.1,2.9,2.1,2.1,2.0,1.9
